first_name,last_name,email,city,rental_id,rental_date,return_date,payment_id,amount,rental_duration,full_name
Rosa,Reynolds,rosa.reynolds@sakilacustomer.org,Lancaster,6550,2005-07-12 05:03:14,2005-07-19 04:06:14,3007,2.99,7,Rosa Reynolds
Rosa,Reynolds,rosa.reynolds@sakilacustomer.org,Lancaster,7691,2005-07-28 03:30:09,2005-07-29 21:31:09,3008,4.99,1,Rosa Reynolds
Rosa,Reynolds,rosa.reynolds@sakilacustomer.org,Lancaster,7761,2005-07-28 06:31:45,2005-07-30 01:36:45,3009,4.99,2,Rosa Reynolds
Rosa,Reynolds,rosa.reynolds@sakilacustomer.org,Lancaster,9217,2005-07-30 13:13:55,2005-08-05 17:27:55,3010,4.99,6,Rosa Reynolds
Rosa,Reynolds,rosa.reynolds@sakilacustomer.org,Lancaster,9321,2005-07-30 17:19:44,2005-08-06 22:42:44,3011,6.99,7,Rosa Reynolds
Rosa,Reynolds,rosa.reynolds@sakilacustomer.org,Lancaster,9609,2005-07-31 03:53:24,2005-08-05 08:32:24,3012,4.99,5,Rosa Reynolds
Rosa,Reynolds,rosa.reynolds@sakilacustomer.org,Lancaster,9830,2005-07-31 11:59:05,2005-08-06 10:38:05,3013,5.99,6,Rosa Reynolds
Rosa,Reynolds,rosa.reynolds@sakilacustomer.org,Lancaster,9911,2005-07-31 14:48:01,2005-08-06 11:55:01,3014,3.99,6,Rosa Reynolds
Rosa,Reynolds,rosa.reynolds@sakilacustomer.org,Lancaster,10038,2005-07-31 18:49:12,2005-08-01 18:02:12,3015,2.99,1,Rosa Reynolds
Rosa,Reynolds,rosa.reynolds@sakilacustomer.org,Lancaster,10596,2005-08-01 14:18:57,2005-08-07 14:59:57,3016,5.99,6,Rosa Reynolds
Rosa,Reynolds,rosa.reynolds@sakilacustomer.org,Lancaster,11019,2005-08-02 05:29:31,2005-08-04 00:42:31,3017,2.99,2,Rosa Reynolds
Rosa,Reynolds,rosa.reynolds@sakilacustomer.org,Lancaster,11599,2005-08-17 03:08:10,2005-08-25 05:01:10,3018,7.99,8,Rosa Reynolds
Rosa,Reynolds,rosa.reynolds@sakilacustomer.org,Lancaster,11659,2005-08-17 05:20:45,2005-08-22 10:18:45,3019,4.99,5,Rosa Reynolds
Rosa,Reynolds,rosa.reynolds@sakilacustomer.org,Lancaster,11863,2005-08-17 13:56:01,2005-08-23 18:38:01,3020,3.99,6,Rosa Reynolds
Rosa,Reynolds,rosa.reynolds@sakilacustomer.org,Lancaster,13611,2005-08-20 06:20:42,2005-08-28 10:07:42,3021,8.99,8,Rosa Reynolds
Rosa,Reynolds,rosa.reynolds@sakilacustomer.org,Lancaster,13879,2005-08-20 15:18:10,2005-08-22 19:23:10,3022,2.99,2,Rosa Reynolds
Rosa,Reynolds,rosa.reynolds@sakilacustomer.org,Lancaster,14049,2005-08-20 22:08:55,2005-08-28 20:24:55,3023,5.99,8,Rosa Reynolds
Rosa,Reynolds,rosa.reynolds@sakilacustomer.org,Lancaster,14358,2005-08-21 09:14:28,2005-08-24 05:05:28,3024,0.99,3,Rosa Reynolds
Rosa,Reynolds,rosa.reynolds@sakilacustomer.org,Lancaster,15304,2005-08-22 19:45:57,2005-08-28 00:21:57,3025,4.99,6,Rosa Reynolds
Rosa,Reynolds,rosa.reynolds@sakilacustomer.org,Lancaster,15671,2005-08-23 09:08:16,2005-08-29 14:01:16,3026,0.99,6,Rosa Reynolds
Rosa,Reynolds,rosa.reynolds@sakilacustomer.org,Lancaster,15687,2005-08-23 09:46:33,2005-09-01 06:07:33,3027,8.99,9,Rosa Reynolds
Rosa,Reynolds,rosa.reynolds@sakilacustomer.org,Lancaster,15756,2005-08-23 12:47:05,2005-08-28 08:34:05,3028,2.99,5,Rosa Reynolds
Cindy,Fisher,cindy.fisher@sakilacustomer.org,Cumaná,510,2005-05-28 02:52:14,2005-05-30 21:20:14,3029,0.99,2,Cindy Fisher
Cindy,Fisher,cindy.fisher@sakilacustomer.org,Cumaná,776,2005-05-29 13:35:35,2005-06-03 17:33:35,3030,0.99,5,Cindy Fisher
Cindy,Fisher,cindy.fisher@sakilacustomer.org,Cumaná,2077,2005-06-17 16:46:11,2005-06-19 15:10:11,3031,4.99,2,Cindy Fisher
Cindy,Fisher,cindy.fisher@sakilacustomer.org,Cumaná,2282,2005-06-18 06:48:23,2005-06-24 11:04:23,3032,2.99,6,Cindy Fisher
Cindy,Fisher,cindy.fisher@sakilacustomer.org,Cumaná,2783,2005-06-19 18:29:10,2005-06-21 22:09:10,3033,2.99,2,Cindy Fisher
Cindy,Fisher,cindy.fisher@sakilacustomer.org,Cumaná,3004,2005-06-20 10:04:36,2005-06-23 07:38:36,3034,0.99,3,Cindy Fisher
Cindy,Fisher,cindy.fisher@sakilacustomer.org,Cumaná,3124,2005-06-20 18:28:19,2005-06-28 21:08:19,3035,8.99,8,Cindy Fisher
Cindy,Fisher,cindy.fisher@sakilacustomer.org,Cumaná,3162,2005-06-20 21:21:15,2005-06-29 18:42:15,3036,6.99,9,Cindy Fisher
Cindy,Fisher,cindy.fisher@sakilacustomer.org,Cumaná,3657,2005-07-06 07:55:30,2005-07-11 07:18:30,3037,5.99,5,Cindy Fisher
Cindy,Fisher,cindy.fisher@sakilacustomer.org,Cumaná,4333,2005-07-07 18:31:50,2005-07-08 21:26:50,3038,2.99,1,Cindy Fisher
Cindy,Fisher,cindy.fisher@sakilacustomer.org,Cumaná,5189,2005-07-09 10:23:21,2005-07-14 08:06:21,3039,2.99,5,Cindy Fisher
Cindy,Fisher,cindy.fisher@sakilacustomer.org,Cumaná,5324,2005-07-09 16:34:18,2005-07-15 12:35:18,3040,2.99,6,Cindy Fisher
Cindy,Fisher,cindy.fisher@sakilacustomer.org,Cumaná,5655,2005-07-10 07:31:06,2005-07-17 08:22:06,3041,4.99,7,Cindy Fisher
Cindy,Fisher,cindy.fisher@sakilacustomer.org,Cumaná,5774,2005-07-10 13:31:56,2005-07-18 07:32:56,3042,5.99,8,Cindy Fisher
Cindy,Fisher,cindy.fisher@sakilacustomer.org,Cumaná,6025,2005-07-11 02:18:13,2005-07-11 23:30:13,3043,0.99,0,Cindy Fisher
Cindy,Fisher,cindy.fisher@sakilacustomer.org,Cumaná,6836,2005-07-12 18:58:05,2005-07-15 17:45:05,3044,0.99,3,Cindy Fisher
Cindy,Fisher,cindy.fisher@sakilacustomer.org,Cumaná,7468,2005-07-27 18:52:27,2005-08-03 19:29:27,3045,5.99,7,Cindy Fisher
Cindy,Fisher,cindy.fisher@sakilacustomer.org,Cumaná,7587,2005-07-27 23:23:03,2005-08-01 17:34:03,3046,2.99,5,Cindy Fisher
Cindy,Fisher,cindy.fisher@sakilacustomer.org,Cumaná,9221,2005-07-30 13:20:06,2005-08-06 13:58:06,3047,6.99,7,Cindy Fisher
Cindy,Fisher,cindy.fisher@sakilacustomer.org,Cumaná,10181,2005-08-01 00:00:44,2005-08-04 19:33:44,3048,4.99,3,Cindy Fisher
Cindy,Fisher,cindy.fisher@sakilacustomer.org,Cumaná,10378,2005-08-01 06:30:04,2005-08-06 09:10:04,3049,0.99,5,Cindy Fisher
Cindy,Fisher,cindy.fisher@sakilacustomer.org,Cumaná,10578,2005-08-01 13:48:02,2005-08-07 13:40:02,3050,1.99,6,Cindy Fisher
Cindy,Fisher,cindy.fisher@sakilacustomer.org,Cumaná,11655,2005-08-17 05:11:07,2005-08-26 10:18:07,3051,7.99,9,Cindy Fisher
Cindy,Fisher,cindy.fisher@sakilacustomer.org,Cumaná,11872,2005-08-17 14:11:45,2005-08-21 17:02:45,3052,5.99,4,Cindy Fisher
Cindy,Fisher,cindy.fisher@sakilacustomer.org,Cumaná,12392,2005-08-18 08:57:58,2005-08-25 05:20:58,3053,5.99,7,Cindy Fisher
Cindy,Fisher,cindy.fisher@sakilacustomer.org,Cumaná,12817,2005-08-19 01:04:35,2005-08-25 21:14:35,3054,3.99,6,Cindy Fisher
Cindy,Fisher,cindy.fisher@sakilacustomer.org,Cumaná,13406,2005-08-19 22:22:01,2005-08-22 18:16:01,3055,2.99,3,Cindy Fisher
Cindy,Fisher,cindy.fisher@sakilacustomer.org,Cumaná,15600,2005-08-23 06:31:24,2005-08-28 06:53:24,3056,1.99,5,Cindy Fisher
Cindy,Fisher,cindy.fisher@sakilacustomer.org,Cumaná,15770,2005-08-23 13:18:16,2005-08-29 11:31:16,3057,2.99,6,Cindy Fisher
Grace,Ellis,grace.ellis@sakilacustomer.org,Duisburg,205,2005-05-26 07:59:37,2005-05-29 09:43:37,3058,4.99,3,Grace Ellis
Grace,Ellis,grace.ellis@sakilacustomer.org,Duisburg,255,2005-05-26 14:52:15,2005-05-27 12:45:15,3059,4.99,1,Grace Ellis
Grace,Ellis,grace.ellis@sakilacustomer.org,Duisburg,889,2005-05-30 07:14:53,2005-05-31 07:56:53,3060,2.99,1,Grace Ellis
Grace,Ellis,grace.ellis@sakilacustomer.org,Duisburg,2059,2005-06-17 15:36:12,2005-06-18 19:01:12,3061,2.99,1,Grace Ellis
Grace,Ellis,grace.ellis@sakilacustomer.org,Duisburg,2680,2005-06-19 12:13:37,2005-06-27 15:15:37,3062,7.99,8,Grace Ellis
Grace,Ellis,grace.ellis@sakilacustomer.org,Duisburg,3094,2005-06-20 16:06:51,2005-06-24 13:23:51,3063,2.99,4,Grace Ellis
Grace,Ellis,grace.ellis@sakilacustomer.org,Duisburg,3144,2005-06-20 20:14:20,2005-06-30 01:46:20,3064,5.99,10,Grace Ellis
Grace,Ellis,grace.ellis@sakilacustomer.org,Duisburg,3484,2005-07-05 23:23:11,2005-07-11 00:27:11,3065,4.99,6,Grace Ellis
Grace,Ellis,grace.ellis@sakilacustomer.org,Duisburg,3924,2005-07-06 20:38:02,2005-07-11 23:35:02,3066,2.99,5,Grace Ellis
Grace,Ellis,grace.ellis@sakilacustomer.org,Duisburg,4025,2005-07-07 02:13:24,2005-07-08 00:47:24,3067,0.99,1,Grace Ellis
Grace,Ellis,grace.ellis@sakilacustomer.org,Duisburg,5418,2005-07-09 20:41:35,2005-07-14 00:15:35,3068,0.99,5,Grace Ellis
Grace,Ellis,grace.ellis@sakilacustomer.org,Duisburg,5624,2005-07-10 05:43:16,2005-07-12 05:33:16,3069,4.99,2,Grace Ellis
Grace,Ellis,grace.ellis@sakilacustomer.org,Duisburg,5625,2005-07-10 05:44:02,2005-07-12 00:03:02,3070,2.99,2,Grace Ellis
Grace,Ellis,grace.ellis@sakilacustomer.org,Duisburg,6188,2005-07-11 11:31:47,2005-07-15 09:28:47,3071,2.99,4,Grace Ellis
Grace,Ellis,grace.ellis@sakilacustomer.org,Duisburg,6754,2005-07-12 14:59:24,2005-07-14 11:04:24,3072,4.99,2,Grace Ellis
Grace,Ellis,grace.ellis@sakilacustomer.org,Duisburg,7316,2005-07-27 13:19:03,2005-07-28 07:43:03,3073,2.99,1,Grace Ellis
Grace,Ellis,grace.ellis@sakilacustomer.org,Duisburg,7462,2005-07-27 18:47:47,2005-07-29 20:46:47,3074,2.99,2,Grace Ellis
Grace,Ellis,grace.ellis@sakilacustomer.org,Duisburg,7565,2005-07-27 22:33:59,2005-07-30 03:03:59,3075,2.99,3,Grace Ellis
Grace,Ellis,grace.ellis@sakilacustomer.org,Duisburg,7938,2005-07-28 12:39:11,2005-08-04 16:56:11,3076,5.99,7,Grace Ellis
Grace,Ellis,grace.ellis@sakilacustomer.org,Duisburg,8496,2005-07-29 09:05:33,2005-08-02 06:32:33,3077,4.99,4,Grace Ellis
Grace,Ellis,grace.ellis@sakilacustomer.org,Duisburg,8590,2005-07-29 12:32:20,2005-08-07 08:00:20,3078,10.99,9,Grace Ellis
Grace,Ellis,grace.ellis@sakilacustomer.org,Duisburg,9717,2005-07-31 08:24:41,2005-08-04 02:51:41,3079,4.99,4,Grace Ellis
Grace,Ellis,grace.ellis@sakilacustomer.org,Duisburg,11547,2005-08-17 00:59:24,2005-08-20 04:03:24,3080,4.99,3,Grace Ellis
Grace,Ellis,grace.ellis@sakilacustomer.org,Duisburg,12326,2005-08-18 06:41:59,2005-08-19 10:16:59,3081,0.99,1,Grace Ellis
Grace,Ellis,grace.ellis@sakilacustomer.org,Duisburg,12685,2005-08-18 19:51:29,2005-08-27 14:58:29,3082,6.99,9,Grace Ellis
Grace,Ellis,grace.ellis@sakilacustomer.org,Duisburg,13459,2005-08-20 00:45:40,2005-08-29 02:53:40,3083,6.99,9,Grace Ellis
Grace,Ellis,grace.ellis@sakilacustomer.org,Duisburg,14158,2005-08-21 02:43:20,2005-08-28 02:19:20,3084,5.99,7,Grace Ellis
Grace,Ellis,grace.ellis@sakilacustomer.org,Duisburg,14867,2005-08-22 03:14:46,2005-08-25 03:53:46,3085,4.99,3,Grace Ellis
Grace,Ellis,grace.ellis@sakilacustomer.org,Duisburg,15485,2005-08-23 02:04:57,2005-08-28 07:05:57,3086,0.99,5,Grace Ellis
Grace,Ellis,grace.ellis@sakilacustomer.org,Duisburg,15528,2005-08-23 03:45:40,2005-08-25 01:16:40,3087,2.99,2,Grace Ellis
Grace,Ellis,grace.ellis@sakilacustomer.org,Duisburg,15646,2005-08-23 08:19:55,2005-08-29 02:32:55,3088,3.99,6,Grace Ellis
Grace,Ellis,grace.ellis@sakilacustomer.org,Duisburg,16047,2005-08-23 22:42:48,2005-08-25 02:48:48,3089,0.99,2,Grace Ellis
Wendy,Harrison,wendy.harrison@sakilacustomer.org,Nezahualcóyotl,915,2005-05-30 11:20:27,2005-06-02 11:55:27,3091,0.99,3,Wendy Harrison
Wendy,Harrison,wendy.harrison@sakilacustomer.org,Nezahualcóyotl,983,2005-05-30 22:15:51,2005-06-02 22:56:51,3092,0.99,3,Wendy Harrison
Wendy,Harrison,wendy.harrison@sakilacustomer.org,Nezahualcóyotl,1102,2005-05-31 14:20:29,2005-06-04 17:38:29,3093,2.99,4,Wendy Harrison
Wendy,Harrison,wendy.harrison@sakilacustomer.org,Nezahualcóyotl,1361,2005-06-15 13:37:38,2005-06-19 17:08:38,3094,0.99,4,Wendy Harrison
Wendy,Harrison,wendy.harrison@sakilacustomer.org,Nezahualcóyotl,1515,2005-06-15 23:07:50,2005-06-20 02:33:50,3095,2.99,5,Wendy Harrison
Wendy,Harrison,wendy.harrison@sakilacustomer.org,Nezahualcóyotl,3289,2005-06-21 06:41:48,2005-06-30 00:54:48,3096,6.99,9,Wendy Harrison
Wendy,Harrison,wendy.harrison@sakilacustomer.org,Nezahualcóyotl,3544,2005-07-06 02:06:32,2005-07-09 04:35:32,3097,0.99,3,Wendy Harrison
Wendy,Harrison,wendy.harrison@sakilacustomer.org,Nezahualcóyotl,3624,2005-07-06 06:06:27,2005-07-13 08:30:27,3098,0.99,7,Wendy Harrison
Wendy,Harrison,wendy.harrison@sakilacustomer.org,Nezahualcóyotl,4780,2005-07-08 16:06:51,2005-07-13 18:34:51,3099,1.99,5,Wendy Harrison
Wendy,Harrison,wendy.harrison@sakilacustomer.org,Nezahualcóyotl,5245,2005-07-09 13:24:14,2005-07-12 11:16:14,3100,4.99,3,Wendy Harrison
Wendy,Harrison,wendy.harrison@sakilacustomer.org,Nezahualcóyotl,6080,2005-07-11 05:08:11,2005-07-16 09:54:11,3101,2.99,5,Wendy Harrison
Wendy,Harrison,wendy.harrison@sakilacustomer.org,Nezahualcóyotl,6113,2005-07-11 07:31:08,2005-07-20 11:01:08,3102,2.99,9,Wendy Harrison
Wendy,Harrison,wendy.harrison@sakilacustomer.org,Nezahualcóyotl,6373,2005-07-11 21:35:20,2005-07-13 23:22:20,3103,0.99,2,Wendy Harrison
Wendy,Harrison,wendy.harrison@sakilacustomer.org,Nezahualcóyotl,6574,2005-07-12 06:04:22,2005-07-18 03:19:22,3104,5.99,6,Wendy Harrison
Wendy,Harrison,wendy.harrison@sakilacustomer.org,Nezahualcóyotl,6798,2005-07-12 16:49:11,2005-07-19 12:11:11,3105,6.99,7,Wendy Harrison
Wendy,Harrison,wendy.harrison@sakilacustomer.org,Nezahualcóyotl,7355,2005-07-27 14:45:59,2005-08-02 17:23:59,3106,1.99,6,Wendy Harrison
Wendy,Harrison,wendy.harrison@sakilacustomer.org,Nezahualcóyotl,7465,2005-07-27 18:50:30,2005-07-30 20:55:30,3107,4.99,3,Wendy Harrison
Wendy,Harrison,wendy.harrison@sakilacustomer.org,Nezahualcóyotl,7983,2005-07-28 14:23:01,2005-07-29 11:51:01,3108,4.99,1,Wendy Harrison
Wendy,Harrison,wendy.harrison@sakilacustomer.org,Nezahualcóyotl,8594,2005-07-29 12:42:13,2005-08-02 07:38:13,3109,4.99,4,Wendy Harrison
Wendy,Harrison,wendy.harrison@sakilacustomer.org,Nezahualcóyotl,9578,2005-07-31 02:54:31,2005-08-02 02:48:31,3110,0.99,2,Wendy Harrison
Wendy,Harrison,wendy.harrison@sakilacustomer.org,Nezahualcóyotl,10022,2005-07-31 18:25:30,2005-08-04 13:35:30,3111,3.99,4,Wendy Harrison
Wendy,Harrison,wendy.harrison@sakilacustomer.org,Nezahualcóyotl,10475,2005-08-01 10:03:17,2005-08-10 15:50:17,3112,4.99,9,Wendy Harrison
Wendy,Harrison,wendy.harrison@sakilacustomer.org,Nezahualcóyotl,10647,2005-08-01 16:08:46,2005-08-06 20:37:46,3113,2.99,5,Wendy Harrison
Wendy,Harrison,wendy.harrison@sakilacustomer.org,Nezahualcóyotl,10919,2005-08-02 02:11:03,2005-08-04 01:49:03,3114,0.99,2,Wendy Harrison
Wendy,Harrison,wendy.harrison@sakilacustomer.org,Nezahualcóyotl,11891,2005-08-17 15:11:55,2005-08-22 11:11:55,3115,2.99,5,Wendy Harrison
Wendy,Harrison,wendy.harrison@sakilacustomer.org,Nezahualcóyotl,12366,2005-08-18 07:55:14,2005-08-22 06:12:14,3116,0.99,4,Wendy Harrison
Wendy,Harrison,wendy.harrison@sakilacustomer.org,Nezahualcóyotl,13977,2005-08-20 19:02:34,2005-08-24 14:14:34,3117,0.99,4,Wendy Harrison
Wendy,Harrison,wendy.harrison@sakilacustomer.org,Nezahualcóyotl,15176,2005-08-22 15:30:25,2005-08-31 20:00:25,3118,6.99,9,Wendy Harrison
Wendy,Harrison,wendy.harrison@sakilacustomer.org,Nezahualcóyotl,15452,2005-08-23 00:57:12,2005-08-28 00:19:12,3119,0.99,5,Wendy Harrison
Victoria,Gibson,victoria.gibson@sakilacustomer.org,Pemalang,1058,2005-05-31 08:04:17,2005-06-03 11:12:17,3121,4.99,3,Victoria Gibson
Victoria,Gibson,victoria.gibson@sakilacustomer.org,Pemalang,1332,2005-06-15 11:36:01,2005-06-17 14:29:01,3122,0.99,2,Victoria Gibson
Victoria,Gibson,victoria.gibson@sakilacustomer.org,Pemalang,1533,2005-06-16 00:46:02,2005-06-17 20:11:02,3123,0.99,1,Victoria Gibson
Victoria,Gibson,victoria.gibson@sakilacustomer.org,Pemalang,1762,2005-06-16 17:50:19,2005-06-19 21:35:19,3124,4.99,3,Victoria Gibson
Victoria,Gibson,victoria.gibson@sakilacustomer.org,Pemalang,1913,2005-06-17 05:19:47,2005-06-21 03:39:47,3125,4.99,4,Victoria Gibson
Victoria,Gibson,victoria.gibson@sakilacustomer.org,Pemalang,2639,2005-06-19 09:24:02,2005-06-21 14:16:02,3126,4.99,2,Victoria Gibson
Victoria,Gibson,victoria.gibson@sakilacustomer.org,Pemalang,2861,2005-06-19 23:21:34,2005-06-26 17:32:34,3127,3.99,7,Victoria Gibson
Victoria,Gibson,victoria.gibson@sakilacustomer.org,Pemalang,3908,2005-07-06 19:47:26,2005-07-13 19:59:26,3128,6.99,7,Victoria Gibson
Victoria,Gibson,victoria.gibson@sakilacustomer.org,Pemalang,3940,2005-07-06 21:16:59,2005-07-07 19:17:59,3129,2.99,1,Victoria Gibson
Victoria,Gibson,victoria.gibson@sakilacustomer.org,Pemalang,4027,2005-07-07 02:19:01,2005-07-10 01:12:01,3130,0.99,3,Victoria Gibson
Victoria,Gibson,victoria.gibson@sakilacustomer.org,Pemalang,4737,2005-07-08 13:23:53,2005-07-12 18:49:53,3131,4.99,4,Victoria Gibson
Victoria,Gibson,victoria.gibson@sakilacustomer.org,Pemalang,5169,2005-07-09 09:22:25,2005-07-10 03:48:25,3132,2.99,1,Victoria Gibson
Victoria,Gibson,victoria.gibson@sakilacustomer.org,Pemalang,6557,2005-07-12 05:12:03,2005-07-20 06:49:03,3133,4.99,8,Victoria Gibson
Victoria,Gibson,victoria.gibson@sakilacustomer.org,Pemalang,7238,2005-07-27 10:13:41,2005-07-29 11:07:41,3134,0.99,2,Victoria Gibson
Victoria,Gibson,victoria.gibson@sakilacustomer.org,Pemalang,7763,2005-07-28 06:35:16,2005-08-03 02:46:16,3135,5.99,6,Victoria Gibson
Victoria,Gibson,victoria.gibson@sakilacustomer.org,Pemalang,9245,2005-07-30 14:07:50,2005-08-06 17:59:50,3136,6.99,7,Victoria Gibson
Victoria,Gibson,victoria.gibson@sakilacustomer.org,Pemalang,9562,2005-07-31 02:23:20,2005-08-06 21:01:20,3137,3.99,6,Victoria Gibson
Victoria,Gibson,victoria.gibson@sakilacustomer.org,Pemalang,10250,2005-08-01 02:38:42,2005-08-07 03:59:42,3138,1.99,6,Victoria Gibson
Victoria,Gibson,victoria.gibson@sakilacustomer.org,Pemalang,10801,2005-08-01 22:09:35,2005-08-08 22:23:35,3139,1.99,7,Victoria Gibson
Victoria,Gibson,victoria.gibson@sakilacustomer.org,Pemalang,11016,2005-08-02 05:19:13,2005-08-05 05:31:13,3140,4.99,3,Victoria Gibson
Victoria,Gibson,victoria.gibson@sakilacustomer.org,Pemalang,12376,2005-08-18 08:20:29,2005-08-20 13:20:29,3141,2.99,2,Victoria Gibson
Victoria,Gibson,victoria.gibson@sakilacustomer.org,Pemalang,13146,2005-08-19 12:54:42,2005-08-26 07:31:42,3142,7.99,7,Victoria Gibson
Victoria,Gibson,victoria.gibson@sakilacustomer.org,Pemalang,13369,2005-08-19 21:19:47,2005-08-24 23:25:47,3143,0.99,5,Victoria Gibson
Victoria,Gibson,victoria.gibson@sakilacustomer.org,Pemalang,13474,2005-08-20 01:04:32,2005-08-21 20:26:32,3144,0.99,1,Victoria Gibson
Victoria,Gibson,victoria.gibson@sakilacustomer.org,Pemalang,13775,2005-08-20 11:56:30,2005-08-28 12:48:30,3145,6.99,8,Victoria Gibson
Victoria,Gibson,victoria.gibson@sakilacustomer.org,Pemalang,14763,2005-08-21 23:34:00,2005-08-31 03:58:00,3146,11.99,10,Victoria Gibson
Victoria,Gibson,victoria.gibson@sakilacustomer.org,Pemalang,14907,2005-08-22 04:44:09,2005-08-25 09:53:09,3147,2.99,3,Victoria Gibson
Edith,Mcdonald,edith.mcdonald@sakilacustomer.org,Gandhinagar,700,2005-05-29 02:18:54,2005-05-30 05:54:54,3148,0.99,1,Edith Mcdonald
Edith,Mcdonald,edith.mcdonald@sakilacustomer.org,Gandhinagar,1114,2005-05-31 16:00:33,2005-06-01 19:05:33,3149,0.99,1,Edith Mcdonald
Edith,Mcdonald,edith.mcdonald@sakilacustomer.org,Gandhinagar,1755,2005-06-16 17:18:44,2005-06-17 16:54:44,3150,2.99,1,Edith Mcdonald
Edith,Mcdonald,edith.mcdonald@sakilacustomer.org,Gandhinagar,3218,2005-06-21 01:38:09,2005-06-23 02:00:09,3151,2.99,2,Edith Mcdonald
Edith,Mcdonald,edith.mcdonald@sakilacustomer.org,Gandhinagar,5506,2005-07-10 00:45:48,2005-07-18 20:35:48,3152,5.99,8,Edith Mcdonald
Edith,Mcdonald,edith.mcdonald@sakilacustomer.org,Gandhinagar,5673,2005-07-10 08:21:54,2005-07-11 05:54:54,3153,0.99,1,Edith Mcdonald
Edith,Mcdonald,edith.mcdonald@sakilacustomer.org,Gandhinagar,6093,2005-07-11 05:52:50,2005-07-20 11:45:50,3154,9.99,9,Edith Mcdonald
Edith,Mcdonald,edith.mcdonald@sakilacustomer.org,Gandhinagar,6449,2005-07-12 00:48:58,2005-07-21 02:57:58,3155,6.99,9,Edith Mcdonald
Edith,Mcdonald,edith.mcdonald@sakilacustomer.org,Gandhinagar,8687,2005-07-29 16:19:17,2005-08-01 15:28:17,3156,2.99,3,Edith Mcdonald
Edith,Mcdonald,edith.mcdonald@sakilacustomer.org,Gandhinagar,10556,2005-08-01 12:58:42,2005-08-03 07:18:42,3157,2.99,2,Edith Mcdonald
Edith,Mcdonald,edith.mcdonald@sakilacustomer.org,Gandhinagar,10558,2005-08-01 13:00:20,2005-08-05 16:31:20,3158,4.99,4,Edith Mcdonald
Edith,Mcdonald,edith.mcdonald@sakilacustomer.org,Gandhinagar,11467,2005-08-02 21:47:07,2005-08-09 00:50:07,3159,3.99,7,Edith Mcdonald
Edith,Mcdonald,edith.mcdonald@sakilacustomer.org,Gandhinagar,12143,2005-08-18 00:06:26,2005-08-24 02:45:26,3160,2.99,6,Edith Mcdonald
Edith,Mcdonald,edith.mcdonald@sakilacustomer.org,Gandhinagar,12337,2005-08-18 07:02:24,2005-08-20 10:11:24,3161,2.99,2,Edith Mcdonald
Edith,Mcdonald,edith.mcdonald@sakilacustomer.org,Gandhinagar,12575,2005-08-18 15:37:42,2005-08-25 19:17:42,3162,6.99,7,Edith Mcdonald
Edith,Mcdonald,edith.mcdonald@sakilacustomer.org,Gandhinagar,12618,2005-08-18 17:24:02,2005-08-19 15:22:02,3163,4.99,1,Edith Mcdonald
Edith,Mcdonald,edith.mcdonald@sakilacustomer.org,Gandhinagar,14784,2005-08-22 00:23:13,2005-08-28 03:42:13,3164,0.99,6,Edith Mcdonald
Edith,Mcdonald,edith.mcdonald@sakilacustomer.org,Gandhinagar,14854,2005-08-22 02:26:47,2005-08-23 05:53:47,3165,2.99,1,Edith Mcdonald
Edith,Mcdonald,edith.mcdonald@sakilacustomer.org,Gandhinagar,15432,2005-08-23 00:26:52,2005-08-27 06:11:52,3166,2.99,4,Edith Mcdonald
Kim,Cruz,kim.cruz@sakilacustomer.org,Grand Prairie,351,2005-05-27 05:39:03,2005-06-01 11:10:03,3167,5.99,5,Kim Cruz
Kim,Cruz,kim.cruz@sakilacustomer.org,Grand Prairie,1766,2005-06-16 17:59:37,2005-06-18 16:32:37,3168,4.99,2,Kim Cruz
Kim,Cruz,kim.cruz@sakilacustomer.org,Grand Prairie,2217,2005-06-18 03:12:29,2005-06-20 06:08:29,3169,0.99,2,Kim Cruz
Kim,Cruz,kim.cruz@sakilacustomer.org,Grand Prairie,3263,2005-06-21 04:15:52,2005-06-24 02:19:52,3170,4.99,3,Kim Cruz
Kim,Cruz,kim.cruz@sakilacustomer.org,Grand Prairie,4966,2005-07-08 23:47:25,2005-07-14 03:35:25,3171,0.99,6,Kim Cruz
Kim,Cruz,kim.cruz@sakilacustomer.org,Grand Prairie,5829,2005-07-10 16:29:41,2005-07-14 22:03:41,3172,1.99,4,Kim Cruz
Kim,Cruz,kim.cruz@sakilacustomer.org,Grand Prairie,6377,2005-07-11 21:41:16,2005-07-15 20:05:16,3173,0.99,4,Kim Cruz
Kim,Cruz,kim.cruz@sakilacustomer.org,Grand Prairie,6507,2005-07-12 03:33:12,2005-07-20 03:56:12,3174,1.99,8,Kim Cruz
Kim,Cruz,kim.cruz@sakilacustomer.org,Grand Prairie,7196,2005-07-27 08:49:08,2005-07-29 03:54:08,3175,2.99,2,Kim Cruz
Kim,Cruz,kim.cruz@sakilacustomer.org,Grand Prairie,7850,2005-07-28 09:31:13,2005-08-02 14:06:13,3176,4.99,5,Kim Cruz
Kim,Cruz,kim.cruz@sakilacustomer.org,Grand Prairie,7956,2005-07-28 13:32:17,2005-08-06 14:51:17,3177,4.99,9,Kim Cruz
